epoch,trainLoss,validationLoss,trainCorrect,validationCorrect
1125,0.024302167153124478,0.3290830979618947,89,27
1150,0.020484870935804388,0.3751822537853261,89,26
1175,0.01820222891973191,0.4461578979179056,89,26
1200,0.016164909230646212,0.4945511447493106,90,26
1225,0.014342362244837332,0.5431651410629446,90,26
1250,0.012701368290967836,0.5926421234049288,90,26
1275,0.011238830382126398,0.6378028295545214,90,26
1300,0.009950463242803301,0.6790959960596301,90,26
1325,0.008826349012197856,0.7172581068325373,90,26
1350,0.00785217203435173,0.7527812128010413,90,26
1375,0.00701160799515647,0.78613084037583,90,26
1400,0.006288105766857469,0.817659643966835,90,26
1425,0.005665799635629191,0.8475555956752289,90,26
1450,0.005129962767480598,0.87585435208335,90,26
1475,0.004667344187726462,0.9025078767463827,90,26
1500,0.004266374377055902,0.9274780048451734,90,26
1525,0.0039171766482418435,0.9507915032009412,90,26
1550,0.003611452398199853,0.9725411131157652,90,26
1575,0.0033423139437417783,0.9928611466245731,90,26
1600,0.00310409289651239,1.0119008292432068,90,26
1625,0.0028921401125329366,1.0298050678147306,90,26
1650,0.0027026367197758045,1.0467042894878924,90,26
1675,0.002532431174914732,1.062710977333956,90,26
1700,0.0023789070066813044,1.0779200085004677,90,26
1725,0.00223987846260567,1.0924107601767836,90,26
1750,0.0021135087072442294,1.1062497619375091,90,26
1775,0.0019982454424259306,1.1194932375172364,90,26
1800,0.00189276986807582,1.132189255755493,90,26
1825,0.001795955916549684,1.1443794337281648,90,26
1850,0.0017068374724881251,1.1561002392859239,90,26
1875,0.001624581854736022,1.1673839736035112,90,26
1900,0.0015484682456070402,1.1782595115700332,90,26
1925,0.0014778700535583976,1.188752864420106,90,26
1950,0.0014122404205828766,1.1988876129355603,90,26
1975,0.0013511002566553864,1.2086852467008191,90,26
2000,0.0012940283147603354,1.2181654344023807,90,26
2025,0.0012406529214168923,1.227346243117882,90,26
2050,0.0011906450564379437,1.2362443193579788,90,26
2075,0.001143712537241465,1.2448750403853936,90,26
2100,0.0010995951113652116,1.2532526431235669,90,26
2125,0.0010580602989341743,1.2613903346974822,90,26
2150,0.0010188998569883427,1.2693003882258664,90,26
2175,0.0009819267615503483,1.2769942269869077,90,26
2200,0.0009469726224469718,1.2844824983028371,90,26
2225,0.0009138854612333336,1.291775139344241,90,26
2250,0.0008825277949097358,1.2988814356472183,90,26
2275,0.0008527749780911668,1.3058100734680997,90,26
2300,0.0008245137643775929,1.3125691871260758,90,26
2325,0.0007976410542588118,1.3191664008345465,90,26
2350,0.000772062802270928,1.3256088678618074,90,26
2375,0.0007476930605385194,1.3319033049467126,90,26
2400,0.000724453139473386,1.338056023839713,90,26
2425,0.0007022708694064783,1.3440729598375174,90,26
2450,0.0006810799494218452,1.3499596979624102,90,26
2475,0.0006608193717351674,1.355721497375975,90,26
2500,0.0006414329116904876,1.3613633125604603,90,26
2525,0.00062286867489842,1.3668898132466407,90,26
2550,0.0006050786942567092,1.3723054027534096,90,26
2575,0.0005880185706200284,1.3776142348059532,90,26
2600,0.0005716471517529911,1.382820228332224,90,26
2625,0.0005559262449346471,1.3879270830286459,90,26
2650,0.0005408203592071408,1.3929382894738513,90,26
2675,0.0005262964737932416,1.3978571440490966,90,26
2700,0.000512323829661199,1.4026867581636109,90,26
2725,0.0004988737416050377,1.4074300678933374,90,26
2750,0.0004859194285416383,1.4120898448328343,90,26
2775,0.0004734358600140416,1.416668703160248,90,26
2800,0.0004613996171374761,1.4211691092630347,90,26
2825,0.00044978876643922156,1.4255933860785261,90,26
2850,0.000438582745229141,1.4299437239033337,90,26
2875,0.00042776225729809314,1.4342221828797312,90,26
2900,0.00041730917788214265,1.4384307008272699,90,26
2925,0.00040720646695251557,1.4425710986992006,90,26
2950,0.00039743808999765783,1.4466450856411002,90,26
2975,0.00038798894555723497,1.4506542632835353,90,26
3000,0.0003788447988497273,1.4546001293129824,90,26
