record_id,width_cm,weight_kg,price_yen
50,57.182516104487284,7.53071179680272,17844.81318508958
51,38.47921231632985,3.7540553872824614,7255.069910509184
52,36.66641694872766,4.3639792056246005,9655.60206686078
53,58.40904614181561,3.4368374815796283,14950.068638474851
54,58.293500295641365,6.527291272666115,18547.256416755008
55,44.27991381937571,4.954359333993487,10367.303359464917
56,54.02334003324312,3.0412286480174275,12512.421800968832
57,52.29749926009202,4.312122869885814,12818.52918471326
58,58.477983634709105,3.9550411976796127,14900.6748803218
59,32.45109867785035,9.8949562044599,12975.712928490186
60,56.94471592526037,6.882801863401766,17739.85580459409
61,45.00371543003871,5.829139658985841,12050.923281089337
62,43.46890144719643,5.911717585765924,11486.838092687061
63,50.602803420880804,6.607911514984639,14859.200090290997
64,48.49430465820627,9.848547080391839,16515.494448376958
65,43.09608965868505,5.079243220860114,10337.05776090376
66,38.733214456229945,2.4575668350862294,5847.6707922301275
67,57.559917786569734,3.4764654541293583,14455.03950262607
68,54.56431670204888,2.0599752078143885,12872.178389754468
69,33.07390744425537,3.613755086234005,7471.487615018331
70,42.1341851161189,6.8202319219385705,12139.988356406639
71,52.90206491340662,4.058488181069317,12821.514128778868
72,56.37178039434943,8.68926186021077,18421.644860450124
73,58.86688286859394,9.61258949917385,22263.62129162468
74,37.2216266800267,2.978481768607126,7467.517364502505
75,56.75210550405086,8.448028511546697,19707.513939242082
76,50.84611691064803,7.29258937632945,15277.768557993544
77,32.04609545875002,9.943422021678485,12864.239080124305
78,36.31886527969489,3.5115620170851125,6263.102351447699
79,35.66075958802092,8.12255643148612,11735.299726322974
80,32.3217150536335,4.655663716643111,7353.553602882716
81,50.62229926284714,3.591676296432313,10201.89535403191
82,39.30422035054774,4.076317529672602,9328.287610444811
83,50.75319792936832,9.50566254920157,17344.86164741108
84,32.45125537325521,5.831069131425388,9742.367245922122
85,56.13629635204456,5.480571988059223,15841.995805625487
86,50.86719431105725,8.976236362470177,16459.839155266705
87,53.46490347469515,8.858889848044743,17781.363131394235
88,48.19343760103543,9.174671958305119,15708.789910300446
89,43.731768445136495,2.1804082874566646,7938.622600946986
90,35.790515707797134,9.964933712189925,13796.063006659451
91,58.270884483423266,7.490425371237123,17305.55540675607
92,34.36330348342962,9.222583866182987,13073.287567276237
93,45.640248199231266,8.424132159188812,13693.698439395648
94,33.642993588751274,9.185973468013357,12958.335634674924
95,33.25181387674263,9.08770000664676,13033.956108674296
96,50.90265586231233,7.177127741892637,14364.84184219539
97,56.66368101835888,3.0186513333183083,14343.015027915864
98,43.83477860165565,7.439234206013866,13116.59859250073
99,53.83774167337402,2.2860631397081086,11345.62812965215
100,55.78719504086242,4.8003637360966405,14676.374270310282
101,46.06292393821023,4.266821962912116,10508.426169157156
102,53.26487897385624,4.362006444600169,12016.995874667136
103,38.788390877592605,8.44860493780466,12120.772384622189
104,34.50388920375574,9.05773821771544,12477.611190085923
105,35.67315772956094,9.208715846620969,12350.373915622327
106,30.212398322713288,6.956862677685552,9309.397646701233
107,32.13624689533155,8.176652486907694,11176.812512789056
108,52.53416389463665,3.0073932735407176,12701.470806633
109,57.09965097265731,4.77273533248891,16441.25131861487
110,31.717636788499906,8.295220540923616,11428.970063906178
111,51.62786581880672,5.638164635884619,13273.258739412919
112,53.32980371057701,5.955726273151237,14797.69763957559
113,50.436819416694604,8.279226263880485,15640.922535893511
114,44.970105942254875,3.7883672371152075,9247.328685818971
115,44.56554212016405,8.930523725464887,13960.989222680611
116,50.840062243364,7.921551666947767,15850.053435282583
117,37.351580247085025,2.6147061636062476,7457.876123308105
118,52.577516698446026,5.395574204237918,12491.641525751384
119,35.7693621998316,9.331417426039096,13320.792698459927
