record_id,見つけやすい,迷わない,操作が分かる,形が好き,色が好き,魅力を感じる
17,-0.6847921452743854,-1.3611163480820183,-0.8271342506096232,-0.4896887512898006,-0.963844271407196,-0.4396917987424631
18,-1.419723953822968,-1.5915270020838252,-0.6901165413904882,-1.2349448169402468,-1.4340351054846774,-1.2813513492578175
19,0.012861454488513419,-0.06903803710207297,0.014511413818013408,-1.0168626558771934,-1.0174406129534477,-0.6411047626940365
20,1.236271304254153,1.1331500337068294,0.5871210407407341,0.42915173894772507,0.8425021710317322,0.4326463866448773
21,-1.8131381212163513,-2.4432388046274496,-2.3435080776749873,0.36291784969530033,0.1332669560077829,0.6781913635939952
22,-0.7391378732093811,-0.8004589999901943,-0.7654747796756926,-0.469607651730847,0.2253856747399105,-0.188115051269724
23,0.2151383524166584,-0.0939228088642525,0.12577635206414048,-1.4771504839677583,-1.7578337705204927,-1.5274331653286273
24,-0.5096317870623697,-0.34432023036058124,0.41968348328189503,-0.35737256157658437,0.1869914317716739,0.11005097983017559
25,1.1210491057150462,0.9325110426541103,0.31840357807622705,-0.9325954395506927,-0.2930131590610011,-1.0705413432851998
26,0.6477502281054065,0.23933053696637127,0.6275833574165464,-1.366561032885816,-0.24198609265676696,-0.9011731102612871
27,-0.8380933536300101,0.2776967877828424,0.10777938829037292,-0.5749468330862453,-0.519101983791756,-0.713560520630012
28,1.2257047001092325,1.4692130715565381,1.3352806374436175,0.8378061309098987,0.6738364536865736,0.23451333726473747
29,2.1213286873485524,2.397937539214533,2.2061840922266804,0.4582654046439522,0.5896499526598188,0.8859838498393191
30,1.0137706184439628,1.0041028411107322,0.13217813156975566,0.6257994841255684,0.5767971391627279,0.6612446440513822
31,-1.1356800752244287,-0.04717859054462242,-0.3195819467639909,0.08916735694338537,-0.5311330428113663,-0.05826704262572654
32,1.6824775818250783,0.4912625568177815,1.0522910275033828,-0.11231396864563861,-0.4243832114444356,0.007573894272920434
33,0.05439541746453423,0.5793355725521948,0.3167887933025724,0.05942694562937538,0.7050217782902066,0.2763073381388301
34,1.0063173415763838,0.03455043479076447,0.2001390712813821,-0.03561871672651684,0.0859588078914921,-0.2749451298597063
35,0.1357785870978212,-0.4680751792895695,-0.03181099312766107,-0.18340606692331088,0.2978686408843721,-0.0004931674284921195
36,-0.13162830618736945,0.015625896725187053,0.7082272192338901,-1.1325920787130341,-0.8922885988264316,-0.2317984713899327
37,0.6579564043709646,1.2060208107502368,0.7049335265788436,-1.136911917469352,-0.8242972136765776,-0.2995239869924472
38,-0.8516274568514395,-0.9082923719987852,-0.7526306670599684,-1.7010892069215786,-1.4559502005235252,-0.3785738139552812
39,1.1579324672125106,0.9146396879007349,0.8998525499645704,-0.5148051002486342,-0.07350197354085539,-0.5677039788516436
40,-0.7369559281929028,-1.1403785309832386,-0.7545624051694093,-0.8637240590796746,-1.1202964493834837,-0.5685613029246551
41,0.5386314203961431,0.3572311916776896,0.7583357802186202,-1.4652162330849838,-1.3604582139052144,-0.5227038366357125
42,-0.8155924558328784,-0.25218911213112816,-0.6257648674213241,0.8431690056343006,0.05490861093770105,0.6932127658423732
43,-0.8411933261469677,-1.3591628130362177,-1.1514065372016296,-0.3290552566560041,-0.2767324804038286,-1.2563816440524265
44,0.01852154225354287,0.030856304667012745,-0.06662580416201566,-0.307413115913559,-0.19737726651743379,-0.6658080698738356
45,0.09697849353120387,0.0026446607228563096,-0.36892334569312435,1.2780954269942848,1.5862848869986266,0.4261009951745329
46,-1.0437932078478063,-1.1180541904331407,0.3302332066654759,-1.2214307550360735,-1.079955506151816,-1.156816512865661
47,-1.9822278590328253,-2.1992742318574074,-1.2260797907686418,-0.09344356782798677,-1.0392743823283144,-0.5084384935676991
48,-0.5774711240258303,-0.2643973766897673,-0.16113469883991322,0.6326093551602995,0.6544066312042804,0.5595227141223937
49,0.051714853552267126,-0.8275053612186182,-0.5190433318891003,-0.030511186652945277,-0.32830385205233015,-0.32849432260042294
50,-1.341830031759947,-1.2797636000038388,-0.24910972560810546,-0.3482320569152058,-0.5915595611460941,-0.5083719468582906
51,-0.459931883722963,0.22007139099612727,0.4742059740783391,0.23244238822352747,-0.27106122859271825,-0.33771574779259994
52,-0.2932012984518372,0.6986074850887694,0.6677087322110044,1.4964589778906028,1.6327595146804446,1.362565576996896
53,0.2303667725244216,-0.648421810542744,0.2072830186407791,-1.2058754105592893,-1.7181157715019904,-1.3968713347339585
54,0.4109304562909042,1.8711894062644912,1.3885674400592465,0.3289468181229465,0.35693556872614296,0.020418147280381493
55,-0.8748541469660314,-0.7710359596285418,-0.7459141526728764,0.804510172354118,0.6754756754405506,1.1770767167421394
56,-0.49141129209379525,0.04429165413526629,-0.20623735845841432,-0.9525150951097934,-1.3192690471310218,-0.2182407231311609
57,-0.9167907665232915,-0.8720404099229166,-0.2824987053666519,-1.2768041651073083,-0.8524805291873494,-0.7251103946071923
58,0.32045227210545196,0.4956011863974945,-0.27321485724066147,1.2794472315038727,0.8225042727664056,0.787650833023283
59,-0.3704266535241369,0.04997960550503283,-0.6553066120281974,0.46627120598687755,0.7121770161351426,0.19179241735455677
60,2.3943018135925547,1.1179907330631738,1.3842458832910225,-1.2655445548039146,-1.004170509704206,-1.2442332908404787
61,0.03924682734023735,0.15359119086163345,-0.10431838489880413,0.029545274650890962,0.3092170105759239,-0.7531195017857981
62,-0.664635313572274,-0.8876685711632482,-0.6598170224502802,-0.06558771484244474,-0.5085897435039435,-0.6045845933549842
63,0.04683332450739468,-0.7268427752647664,0.2596372205547188,0.1284366389382272,0.40706863313221814,0.3378751082593862
64,-0.14230780894486517,0.2908432063551142,-0.027852080887138364,0.494483524563944,-0.09173666757655131,0.1975941108729379
65,0.9192249144125817,0.10355318340986053,1.2200860798125448,0.016701236122411534,-0.13767029396695368,0.7795083506024035
66,1.5232566861414978,0.49498870425511876,0.3934106484840829,1.5044255757129077,0.495399494428882,-0.37144342133118396
67,0.22491104626723663,1.2738095216578573,0.5722973954309387,1.90720533668953,1.9387029192461014,1.5151663868201903
68,0.4442331180126227,-0.046524489836489935,0.5924501052553245,-0.2740882014602194,0.1462106117294999,0.7062696694873649
69,0.8281770237423194,0.49686471070095506,0.5199486819509738,-0.5714338457578356,-0.34187274180087573,-1.1042713939307762
70,-0.23901654388162993,0.40963473231884523,0.02763567532944755,0.4461047037565579,0.3629365134697916,-0.16641827430845169
71,0.2900254357095833,1.221903373226794,0.4172173244427048,1.094271685840315,1.1001258398747567,1.0450922536746603
72,-0.027865434144444458,-0.26174515554099415,-0.26185193393316875,-1.0932954811304691,-0.630327831119263,-1.2224144046382714
73,1.5630770841148365,2.0833603981279034,0.8507625747939438,0.7766153852382294,0.9367049574234338,0.8237485245312981
74,-1.0490922735900592,-1.019718748683118,-0.6324389821388554,0.8225426621670601,0.38490541889071106,0.25318642532428115
75,0.2912070071491139,-0.7633700790727631,0.1791520093477083,-1.3977876998044925,-1.1654879759221335,-1.330889091827806
76,-0.5701885719242293,-0.35718855286005236,-0.5020549633924889,-0.9081842423997312,-0.00975448200408685,-0.6692857943180097
77,2.0603244943029635,1.3736392517773381,0.9544988480184335,-0.5596851494895785,-0.044017824179176934,-1.0369123243903793
78,-0.5526261379464374,-0.5978135958996634,-0.11977114862284326,-0.10759692120105163,-0.2366314594679949,-0.44860600893354746
79,-0.526033447406293,0.0208795270902557,0.1256490019706311,-0.7766923034836698,-1.2278696549326904,-0.4200074656813352
80,0.2978589300025214,0.37140566514065365,0.7588718994244248,1.2563130877406827,0.5422824990524251,0.41609705813752174
81,1.0446897330663831,0.4784329905191198,0.7472546582852766,-0.8719890630837791,-1.0119233258603448,-0.535778886899388
82,-0.4682137594427084,-0.7682577049021484,-1.1778186946414715,0.021025636297855158,-0.1697471805609956,0.16985189468804757
83,-0.25160319895866834,0.0907207697648389,-0.3845341876415451,-0.6849193927255914,-0.5147311784799943,-0.40231279490716
84,-1.627153840221611,-1.107195047308511,-1.1424341518526797,1.3772608832814783,1.6177624018988495,1.271998224854916
85,0.5142468124078907,0.8409987159482323,0.5045758691668638,-0.2331272713541871,-0.48764659894200113,-0.6227122717486844
86,0.5843675482840542,0.7493800038167561,0.9631820870671344,0.9973682768114471,1.4600851561002,0.2334535585883738
87,-2.052439612180997,-1.6531814037517734,-1.5269844395661678,-0.4685912406706966,-0.29789215379145284,-0.6570132711447008
88,-0.6669475610286739,-0.18247819928246506,0.1755870428419195,0.7607045062919866,0.43802242350639725,0.5850531905155959
89,0.07168805521714314,-0.5298757443356932,-1.0430112535589922,-0.5401018195138323,-0.6933803083207416,-0.338058693117671
90,-0.4471646274393859,-0.13830758482723884,0.13721220477133966,1.72872168671845,1.4955032421304795,1.906364222290934
91,1.8114970751365937,1.571593121087878,1.984889151055231,-0.8312161133446508,-0.74376518974305,0.12168683954160386
92,-0.6836525075573321,-0.2288583829125654,-0.39202971925260344,2.7734772705411435,1.9307206809508848,1.8934553766574862
93,-1.2354771912449936,-0.7561234797046646,-0.5677122698868533,-0.6372973982539248,-0.284896404550168,0.6712369917364707
94,-0.3309266372986002,0.4083243467597917,0.39692374381181733,0.8502211826436126,0.1517305293849875,0.8007635209486843
95,1.1996495432799663,0.863990658912144,0.6467335414829045,0.4849458164243937,0.7907190874081154,0.6321451024144855
96,0.0663564063237072,-0.7195322501915696,-0.3411741900351717,0.35863842840508287,0.6455400800882669,0.45467800278779225
97,0.0700973745235442,-0.022130228398654805,-0.039652479846233574,1.8282426403175485,2.0959657815498804,1.639625104648995
98,-0.37797908606101965,-0.262461564751431,0.053922833378240366,-1.1993114525913326,-1.0045166505713303,-0.623924239639907
99,-0.8306641684970474,-0.9014061446687259,-1.3771544022277933,1.2121455032508246,0.49116031099199875,0.9785449866852964
100,-0.35891624082490425,-1.0975080647371764,-0.4186389543976205,-2.0085277180699075,-1.0704583380438992,-1.3160573746954067
101,-1.1879043071045179,-0.31739490493526856,-0.2712854594758384,-0.08221288889501592,-0.20287523581884995,0.1940742071597616
102,1.2847951582770085,0.983328253282164,0.4639370840558814,-1.0230007252074795,-1.2616021658421983,-1.258539117243093
103,0.37783732181962915,0.21647306286687007,0.2932147277172704,1.5532394656511879,0.8437975353823699,0.21339386659136672
104,-1.4209604050185698,-0.9082616391833898,-1.029748860385132,-0.9778662270525583,-0.008244958132862079,-0.342203842634977
105,1.7032631573816897,2.6257920376161916,1.28991670413988,1.545839685289758,1.631790910985177,1.067315232707315
106,0.43676905063601024,0.5994893850139061,0.9552475487726829,0.16107355264461248,-0.17110784736021312,-0.2466325340787994
107,0.6220684021242421,0.8590566579522481,0.9248145696988727,0.0023090299898284594,0.3796634748166737,-0.20580266969761918
108,0.1732137505699492,-0.07921368921860858,0.1519906431314291,-1.4448283893155365,-0.28510242065537744,-1.164333040033502
109,-0.4084160071585724,0.25123797089991595,-0.14718430169004923,0.5313182964405414,-0.020588476281260433,-0.4274581919085547
110,2.541206152797568,2.0505232855584525,2.4770608073538782,0.3896542953567204,0.3751333318246509,-0.2828648078385225
111,1.1679965252480502,1.5110448866741601,0.6047933234605294,0.9060920900142955,1.4770034231389857,1.1784453328846138
112,-0.2525354185882757,-0.12963645609839847,-0.8169288331711386,1.4632345373491684,0.8727337623708978,0.31588328131249876
113,-2.356389700284429,-2.0470635836246434,-0.9298328603383145,0.32520458339416214,-0.6112444241072477,0.7143985398729594
114,1.2388479730979554,0.07458827810636004,-0.33126426488280614,-1.821554229715822,-2.0435384292014103,-1.726205367726445
115,-1.2269719411410382,-0.3809787540440965,-0.2937779952067644,1.2340074825775091,0.6762188747157835,0.8308967866658735
116,-0.01389614127440425,-0.8665512204828328,0.2552759910366731,-1.0999237324850064,-0.8121853157869844,-0.7197384184061375
117,-0.01832537244268645,0.021883253661124646,0.5131029657719478,-0.6099469711460407,-0.7852234410161074,-0.3291275315395331
118,0.42736324363193695,0.9312324094219255,0.23029036851861306,0.4611243762508856,0.771142021572999,0.679734747602347
119,-0.17295456342269055,0.21123075866243346,0.2626492451422776,-1.1850560466447633,-0.42543616548707647,-0.3930647941015165
